SMILES,IC50_log
CC1=C(NC(=O)C2=CC(=C[N]3C=NN=C23)CNCC[S](N)(=O)=O)C=CC=C1C4=CC=CC=C4,6.726233402358747
CC1=C(NC(=O)C2=CC(=C[N]3C=NN=C23)CNC4CCC(O)CC4)C=CC=C1C5=CC=CC=C5,6.875232087276577
CC1=C(NC(=O)C2=CC(=C[N]3C=NN=C23)CNCCO)C=CC=C1C4=CC=C5OCCOC5=C4,4.5217885770490405
CN(CCO)CC1=C[N]2C=NN=C2C(=C1)C(=O)NC3=C(C)C(=CC=C3)C4=CC=C5OCCOC5=C4,5.472270673671475
CN(CC(O)O)CC1=C[N]2C=NN=C2C(=C1)C(=O)NC3=C(C)C(=CC=C3)C4=CC=C5OCCOC5=C4,6.159095388491933
CC(=O)NCCNCC1=C[N]2C=NN=C2C(=C1)C(=O)NC3=C(C)C(=CC=C3)C4=CC=C5OCCOC5=C4,6.338594078203183
CC1=C(NC(=O)C2=CC(=C[N]3C=NN=C23)CNCCN[S](C)(=O)=O)C=CC=C1C4=CC=C5OCCOC5=C4,6.895682697747868
OCCNCC1=C[N]2C=NN=C2C(=C1)C(=O)NC3=C(C#N)C(=CC=C3)C4=CC=C5OCCOC5=C4,5.6131281063880705
CN(CC(O)CO)CC1=C[N]2C=NN=C2C(=C1)C(=O)NC3=C(C#N)C(=CC=C3)C4=CC=C5OCCOC5=C4,6.186208623900494
CC(=O)NCCNCC1=C[N]2C=NN=C2C(=C1)C(=O)NC3=C(C#N)C(=CC=C3)C4=CC=C5OCCOC5=C4,5.905361848054571
C[S](=O)(=O)NCCNCC1=C[N]2C=NN=C2C(=C1)C(=O)NC3=C(C#N)C(=CC=C3)C4=CC=C5OCCOC5=C4,6.890609120147166
OCCNCC1=CC=C(S1)C(=O)N2CCC3=C2C=CC=C3C4=CC=CC=C4,4.0943445622221
CC(=O)NCCNCC1=CC=C(S1)C(=O)N2CCC3=C2C=CC=C3C4=CC=CC=C4,5.147494476813453
CC(=O)NCCNCC1=CN=C(S1)C(=O)N2CCC3=C2C=CC=C3C4=CC=CC=C4,3.970291913552122
CC(=O)NCCNCC1=NC=C(S1)C(=O)N2CCC3=C2C=CC=C3C4=CC=CC=C4,6.490723534502507
